accuracy,attention,batch_size,bi_directional,classes,epochs,feature_dim,grad_clip,initializer_mode,is_measured_data,is_training,keep_prob,learning_rate,log_dir,lstm_size,maxval,metrics_record_dir,metrics_record_file,minval,num_classes,num_layers,num_steps,record,rnn_mode,save_dir,save_every_n,section,stddev,test_data_dir,tmp_dir,train_data_dir
0.561290322581,False,50,False,"walk,bike",50,8,5,truncated_normal_initializer,True,test,0.5,0.001,log,128,0.5,metrics_record,measured_record.csv,-0.5,4,1,300,True,lstm,save,200,DNN,0.1,./Data_measured/all_cl,tmp,./Data_Geolife/train
0.522580645161,False,50,False,"walk,bike",50,8,5,truncated_normal_initializer,True,test,0.5,0.001,log,128,0.5,metrics_record,measured_record.csv,-0.5,4,1,300,True,lstm,save,200,DNN,0.1,./Data_measured/all_init,tmp,./Data_Geolife/train
